file_name,num_points,frac_flower_points,more5_neighbor_flower,more5_neighbor_ovr,mean_closest_distance,std_closest_distance,mean_count,std_count,label
marshrabbit-0.02.xy,149,0.06711409395973154,0.8120805369127517,0.7,0.023892149548191615,0.012420278731813417,3.6308724832214767,1.2059638896760376,Distorted
marshrabbit-0.01.xy,149,0.040268456375838924,0.7516778523489933,0.16666666666666666,0.021026549403135704,0.008777455275610788,3.053691275167785,0.8496760922468972,Distorted
marshrabbit-0.005.xy,149,0.03355704697986577,0.738255033557047,0.2,0.022115913128279215,0.006768481861288154,2.9328859060402683,0.6722139074120222,Distorted
marshrabbit-12.5-5.xy,1043,0.07670182166826463,0.8370086289549377,0.6625,0.006652235968903402,0.004209499343441072,5.109300095877277,2.168266688061245,Band
marshrabbit-7.5-2.xy,298,0.04697986577181208,0.7751677852348994,0.5,0.011026953188950316,0.005303475610863426,2.9932885906040267,0.9727608554090438,Band
marshrabbit-10-2.xy,298,0.0436241610738255,0.7718120805369127,0.5384615384615384,0.011861867680379926,0.006321763203260198,3.4563758389261743,1.0585745859631785,Band
mullets-0.01.xy,158,0.06329113924050633,0.7911392405063291,0.1,0.019158018887006117,0.007620389291416531,2.949367088607595,0.7778375440879604,Distorted
mullets-0.005.xy,158,0.0,0.8354430379746836,0.0,0.019284371310815278,0.005117014944351093,2.670886075949367,0.5893897076872312,Distorted
mullets-0.02.xy,158,0.06329113924050633,0.8291139240506329,1.0,0.02189430002270329,0.011870765840300971,3.8227848101265822,1.3049030583411174,Distorted
mullets.xy,158,0.0189873417721519,0.8607594936708861,0.0,0.021955587256657076,0.0018859045235540507,2.848101265822785,0.4525205805498602,Clean
mullets-0.015.xy,158,0.05063291139240506,0.8227848101265823,0.625,0.02039103493992882,0.010578639290871222,3.2658227848101267,1.0638937412380098,Distorted
mullets-12.5-5.xy,1106,0.07504520795660036,0.8453887884267631,0.8072289156626506,0.006026937806198264,0.003857850552392815,5.094032549728753,2.234494617996545,Band
mullets-7.5-2.xy,474,0.06118143459915612,0.7573839662447257,0.4482758620689655,0.0077549880901451925,0.0038275490697235346,3.3966244725738397,1.1301717497237607,Band
mullets-10-2.xy,474,0.07383966244725738,0.8080168776371308,0.5428571428571428,0.00831889828042591,0.0044021568100104285,3.6835443037974684,1.3395411752810962,Band
mc20.xy,32,0.25,0.59375,0.0,0.11046716583930674,0.03355750681581469,3.375,1.2930100540985752,Clean
mc20-0.015.xy,32,0.25,0.5625,0.125,0.1092355030508961,0.03896218824426707,3.75,1.25,Distorted
mc20-0.005.xy,32,0.25,0.59375,0.0,0.11025237239305417,0.034874472102033795,3.375,1.192424001771182,Distorted
mc20-0.01.xy,32,0.25,0.625,0.125,0.11009719695472131,0.03641882716548526,3.6875,1.2103072956898178,Distorted
mc20-0.02.xy,32,0.3125,0.5625,0.2,0.10509745977371499,0.0377730286280946,3.625,1.3863170633011772,Distorted
mc20-12.5-5.xy,32,0.21875,0.625,0.2857142857142857,0.11047574822521133,0.03490647954184572,3.4375,1.248436522214886,Band
phantomaff1-0.015.xy,201,0.03482587064676617,0.7860696517412935,0.42857142857142855,0.019740525742177127,0.009945524460761032,3.7064676616915424,1.2611326979307351,Distorted
phantomaff1-0.005.xy,201,0.01990049751243781,0.835820895522388,0.25,0.01730164358375282,0.0057336416508300845,2.870646766169154,0.781110371547641,Distorted
phantomaff1.xy,201,0.009950248756218905,0.8407960199004975,0.0,0.01947022734263992,0.003412121988169401,2.7512437810945274,0.47610666608040764,Clean
phantomaff1-0.01.xy,201,0.05970149253731343,0.7562189054726368,0.08333333333333333,0.018021365088385987,0.007765900049073315,3.199004975124378,0.9464250646302235,Distorted
phantomaff1-0.02.xy,201,0.05472636815920398,0.8059701492537313,0.8181818181818182,0.020146720930314204,0.011877718095943705,3.7960199004975124,1.4738800722126824,Distorted
phantomaff1-12.5-5.xy,2010,0.09751243781094528,0.8492537313432836,0.8112244897959183,0.004732926382320584,0.002956121103672854,5.395024875621891,2.4507436427268923,Band
phantomaff1-7.5-2.xy,804,0.05970149253731343,0.7910447761194029,0.6041666666666666,0.005995687212255438,0.003470107595728898,4.027363184079602,1.4759253821819605,Band
phantomaff1-10-2.xy,804,0.08084577114427861,0.7960199004975125,0.7230769230769231,0.006812281437589351,0.0038209064862959326,4.111940298507463,1.5724325093420486,Band
mgen1ap-0.02.xy,170,0.1,0.8235294117647058,0.5294117647058824,0.022604740883747875,0.010831498339528567,3.541176470588235,1.1985573796808993,Distorted
mgen1ap-0.005.xy,170,0.029411764705882353,0.788235294117647,0.2,0.019360536891867074,0.005910019656965673,2.6823529411764704,0.6363825099434598,Distorted
mgen1ap-0.015.xy,170,0.058823529411764705,0.7823529411764706,0.3,0.02222865998567254,0.009257896114251178,3.3058823529411763,1.0292604930870308,Distorted
mgen1ap-0.01.xy,170,0.029411764705882353,0.788235294117647,0.6,0.018234911373296886,0.007405345652631151,2.788235294117647,0.9151549871573837,Distorted
mgen1ap.xy,170,0.023529411764705882,0.7647058823529411,0.0,0.02234160517738345,0.0010780645509909244,2.8117647058823527,0.4056691682250981,Clean
mgen1ap-7.5-2.xy,510,0.047058823529411764,0.7686274509803922,0.625,0.007479583553829263,0.004002595766466158,3.384313725490196,1.076190184558948,Band
mgen1ap-10-2.xy,510,0.07254901960784314,0.7686274509803922,0.5945945945945946,0.008582546559965182,0.004588904583812225,3.7411764705882353,1.2954182412790562,Band
mgen1ap-12.5-5.xy,1360,0.07867647058823529,0.8536764705882353,0.8411214953271028,0.005576534507026693,0.003544756502918182,5.148529411764706,2.1882031741791916,Band
cthand01-0.01.xy,301,0.03986710963455149,0.7774086378737541,0.25,0.015800576416485777,0.00732703497749645,3.2392026578073088,0.9692573597150071,Distorted
cthand01-0.015.xy,301,0.03322259136212625,0.8305647840531561,0.7,0.016287409821113,0.008638993377859715,3.564784053156146,1.257517872323943,Distorted
cthand01-0.02.xy,301,0.08637873754152824,0.8205980066445183,0.7307692307692307,0.018763610687299315,0.010456106173074487,4.209302325581396,1.6054454194951568,Distorted
cthand01-0.005.xy,301,0.019933554817275746,0.8372093023255814,0.0,0.014835775611695214,0.005454341381838653,2.8538205980066444,0.7280979323169107,Distorted
cthand01.xy,301,0.009966777408637873,0.7807308970099668,0.0,0.016895369229140745,0.0028683404935750845,2.6212624584717608,0.6542067303732947,Clean
cthand01-7.5-2.xy,1806,0.08194905869324474,0.8239202657807309,0.7635135135135135,0.0045025915713724175,0.0026602258427235116,4.44296788482835,1.696133589670158,Band
cthand01-10-2.xy,1806,0.0858250276854928,0.8433001107419712,0.7612903225806451,0.005193823497397845,0.00302087753714102,4.668881506090808,1.9523661909166212,Band
cthand01-12.5-5.xy,4515,0.09413067552602436,0.8615725359911407,0.8282352941176471,0.003494864408193195,0.0023422487721736058,5.776079734219269,2.7578787413523953,Band
mulletsaff1.xy,150,0.03333333333333333,0.82,0.0,0.021087660647440137,0.0010087135552168695,2.88,0.3448671241700684,Clean
mulletsaff1-0.015.xy,150,0.05333333333333334,0.76,0.375,0.019180573169660323,0.009877615435719696,3.36,0.9541488353501251,Distorted
mulletsaff1-0.005.xy,150,0.006666666666666667,0.7866666666666666,0.0,0.01767520888501343,0.005276486581758056,2.6533333333333333,0.5536143864540451,Distorted
mulletsaff1-0.01.xy,150,0.05333333333333334,0.7933333333333333,0.375,0.020048588401667587,0.008003277646254414,3.2,0.9092121131323904,Distorted
mulletsaff1-0.02.xy,150,0.09333333333333334,0.7933333333333333,0.5714285714285714,0.021038774461149934,0.011398502435216326,3.5866666666666664,1.281596226932995,Distorted
mulletsaff1-10-2.xy,450,0.057777777777777775,0.7711111111111111,0.5,0.00785144458846634,0.004205236116153818,3.568888888888889,1.280941012124762,Band
mulletsaff1-7.5-2.xy,450,0.042222222222222223,0.7733333333333333,0.42105263157894735,0.006665816617285474,0.0037571411526981517,3.2533333333333334,1.0275321027696518,Band
mulletsaff1-12.5-5.xy,1050,0.08571428571428572,0.84,0.8555555555555555,0.005797870881801512,0.003596601405046118,5.055238095238095,2.1840975450212383,Band
bunny04occ4-0.005.xy,148,0.02702702702702703,0.7905405405405406,0.0,0.022276956553489435,0.005913164230044505,2.6486486486486487,0.5181159327751571,Distorted
bunny04occ4-0.015.xy,148,0.0472972972972973,0.7702702702702703,0.42857142857142855,0.021483560310885188,0.009935869057910517,3.108108108108108,1.0788829003357876,Distorted
bunny04occ4.xy,148,0.033783783783783786,0.7702702702702703,0.0,0.02517327410982833,0.0022201608658402325,2.8783783783783785,0.34690534197279554,Clean
bunny04occ4-0.02.xy,148,0.0472972972972973,0.7837837837837838,0.2857142857142857,0.02259245153442374,0.011003625087013797,3.3783783783783785,1.1763744428551546,Distorted
bunny04occ4-0.01.xy,148,0.02027027027027027,0.7635135135135135,0.0,0.02180130387119175,0.008494802200434064,2.9594594594594597,0.8127229704732375,Distorted
bunny04occ4-10-2.xy,296,0.060810810810810814,0.7837837837837838,0.4444444444444444,0.012487439295523501,0.006290113614971222,3.25,1.1704411272816897,Band
bunny04occ4-7.5-2.xy,296,0.04054054054054054,0.7466216216216216,0.3333333333333333,0.011278984991425683,0.0054390590472680345,3.108108108108108,0.9700594516131412,Band
bunny04occ4-12.5-5.xy,1036,0.07432432432432433,0.8426640926640927,0.7272727272727273,0.0068019014474487395,0.004275406294759908,4.938223938223938,2.0933905761447926,Band
flatfish-1.xy,688,0.02616279069767442,0.7412790697674418,0.0,0.004800557887932583,0.0008760839376715225,2.755813953488372,0.5100398185921234,Clean
flatfish-1-0.02.xy,688,0.09738372093023256,0.8459302325581395,0.8059701492537313,0.00976222200075904,0.006251370620428516,5.6773255813953485,2.6370477345815853,Distorted
flatfish-1-0.005.xy,688,0.055232558139534885,0.7601744186046512,0.47368421052631576,0.005322276397298415,0.0030265862271979097,3.9098837209302326,1.446935811393557,Distorted
flatfish-1-0.015.xy,688,0.07848837209302326,0.8502906976744186,0.7222222222222222,0.00867422999420579,0.0050659458069423485,5.008720930232558,2.261259834339949,Distorted
flatfish-1-0.01.xy,688,0.07267441860465117,0.815406976744186,0.7,0.007271580242247383,0.004184383233095869,4.688953488372093,1.8620428448282824,Distorted
flatfish-1-12.5-5.xy,23392,0.10110294117647059,0.8685020519835841,0.8448202959830867,0.0006343372583232469,0.0004264488709905415,6.454599863201095,3.5550427148572523,Band
flatfish-1-7.5-2.xy,8944,0.07971824686940966,0.8393336314847942,0.7671809256661991,0.0007759933059032149,0.0004984240161566197,5.1880590339892665,2.3507241277867204,Band
flatfish-1-10-2.xy,8944,0.0789355992844365,0.8493962432915921,0.8031161473087819,0.0009125654636807466,0.0005993489790148667,5.556797853309481,2.580959823457061,Band
fa18a-0.01.xy,314,0.06050955414012739,0.8248407643312102,0.7368421052631579,0.014759862924253134,0.007120414587360406,3.5987261146496814,1.4292658692443527,Distorted
fa18a.xy,314,0.03503184713375796,0.8980891719745223,0.2727272727272727,0.016747490508923903,0.001859167764135218,2.8662420382165603,0.5059586524391211,Clean
fa18a-0.015.xy,314,0.07961783439490445,0.8280254777070064,0.8,0.015814144807892196,0.008559927972974795,4.006369426751593,1.8216560509554138,Distorted
fa18a-0.02.xy,314,0.08598726114649681,0.8375796178343949,0.7777777777777778,0.01746524824963159,0.010188039904346077,4.7834394904458595,2.279284923449054,Distorted
fa18a-0.005.xy,314,0.03184713375796178,0.856687898089172,0.5,0.014535689875292149,0.005075095649237332,3.0764331210191083,1.0346937223306163,Distorted
fa18a-10-2.xy,1884,0.08333333333333333,0.828556263269639,0.7070063694267515,0.00450079741148809,0.0026872465406773006,4.653927813163482,1.9176741007200624,Band
fa18a-7.5-2.xy,1884,0.07961783439490445,0.821656050955414,0.7733333333333333,0.003914379944253958,0.002357188070375941,4.368365180467091,1.6114562266014452,Band
fa18a-12.5-5.xy,4710,0.09639065817409767,0.8643312101910828,0.8502202643171806,0.0031090718530787237,0.0020853388209616215,6.045435244161359,2.9697797375467783,Band
mgen1dp-0.005.xy,182,0.027472527472527472,0.7637362637362637,0.0,0.017263789989112523,0.004670041714641641,2.6483516483516483,0.5906529516649093,Distorted
mgen1dp-0.015.xy,182,0.054945054945054944,0.7747252747252747,0.5,0.02003077120492766,0.010171457628492945,3.7252747252747254,1.11005330102632,Distorted
mgen1dp.xy,182,0.06043956043956044,0.7582417582417582,0.0,0.020025476294578255,0.000802327535501118,2.6923076923076925,0.5281588940966117,Clean
mgen1dp-0.01.xy,182,0.01098901098901099,0.7692307692307693,0.0,0.01788899109384881,0.007594448357277934,2.956043956043956,0.8040021856633119,Distorted
mgen1dp-0.02.xy,182,0.0989010989010989,0.7692307692307693,0.5555555555555556,0.020948080282921278,0.009971431190974394,3.857142857142857,1.1820212579802072,Distorted
mgen1dp-7.5-2.xy,546,0.047619047619047616,0.7344322344322345,0.5769230769230769,0.006549102273683491,0.003862890878708198,3.501831501831502,1.2495406983993569,Band
mgen1dp-12.5-5.xy,1638,0.08913308913308914,0.847985347985348,0.8082191780821918,0.004721566149814459,0.002869839456824442,5.0818070818070815,2.269272076603942,Band
mgen1dp-10-2.xy,546,0.0641025641025641,0.7875457875457875,0.7142857142857143,0.007887043200975297,0.004019715070134055,3.7435897435897436,1.3841743972825853,Band
phantomocc1.xy,242,0.024793388429752067,0.768595041322314,0.16666666666666666,0.018847756182048585,0.0028864075260187218,2.9338842975206614,0.34582604880839135,Clean
phantomocc1-0.02.xy,242,0.06611570247933884,0.8140495867768595,0.5,0.020549436770085968,0.010857178859914217,3.9338842975206614,1.6146823098738488,Distorted
phantomocc1-0.015.xy,242,0.08264462809917356,0.7933884297520661,0.65,0.01848784905349816,0.009316655445267752,3.8512396694214877,1.4974422105589007,Distorted
phantomocc1-0.005.xy,242,0.008264462809917356,0.7851239669421488,0.0,0.016496396698006524,0.005839947464835559,2.975206611570248,0.7656122696210554,Distorted
phantomocc1-0.01.xy,242,0.0371900826446281,0.78099173553719,0.3333333333333333,0.01618422913147439,0.00780411855675547,3.1074380165289255,1.0507899656654383,Distorted
phantomocc1-7.5-2.xy,968,0.07231404958677685,0.7799586776859504,0.5714285714285714,0.00569251079992356,0.0031585107411555018,3.958677685950413,1.3607344529648517,Band
phantomocc1-12.5-5.xy,2904,0.08712121212121213,0.8536501377410468,0.7905138339920948,0.003894972076032958,0.002473164282721153,5.371212121212121,2.437923046098062,Band
phantomocc1-10-2.xy,968,0.06818181818181818,0.8140495867768595,0.6212121212121212,0.00626770122975421,0.003512093684947198,4.041322314049586,1.5014961916265475,Band
gt.xy,335,0.06865671641791045,0.8477611940298507,0.7391304347826086,0.01386500757382634,0.003055310522756025,2.7492537313432837,0.61556263168816,Clean
dino03-0.005.xy,335,0.06865671641791045,0.8149253731343283,0.5652173913043478,0.012335744668185246,0.005376104317768946,3.4776119402985075,1.047501775088068,Distorted
dino03-0.01.xy,335,0.0626865671641791,0.8298507462686567,0.8571428571428571,0.012533417508957569,0.006249460622898289,3.6686567164179102,1.4017269684559404,Distorted
dino03-0.02.xy,335,0.08656716417910448,0.8417910447761194,0.8275862068965517,0.01574657121360973,0.0087137023861776,4.880597014925373,2.3084684336687,Distorted
dino03-0.015.xy,335,0.09253731343283582,0.817910447761194,0.8064516129032258,0.01416193753679466,0.008495810169982606,4.808955223880597,2.1045601762146244,Distorted
dino03-12.5-5.xy,5360,0.10149253731343283,0.8652985074626866,0.8106617647058824,0.0027035866676963826,0.0017091910301363464,5.619402985074627,2.7122435943725574,Band
dino03-10-2.xy,2010,0.0791044776119403,0.8641791044776119,0.8427672955974843,0.004026009148291392,0.002388925386592251,4.665671641791045,1.890975075973248,Band
dino03-7.5-2.xy,2010,0.06865671641791045,0.8323383084577114,0.7536231884057971,0.003526649043991167,0.0021343142265150402,4.372139303482587,1.7079911392739489,Band
bed000-0.02.xy,132,0.06818181818181818,0.75,0.6666666666666666,0.0251812015483425,0.01235731997056344,3.393939393939394,1.1855031904253668,Distorted
bed000.xy,132,0.08333333333333333,0.7727272727272727,0.6363636363636364,0.02910349913160808,0.00326872076870536,2.8484848484848486,0.5433460932436699,Clean
bed000-0.01.xy,132,0.05303030303030303,0.7651515151515151,0.42857142857142855,0.023690672300458224,0.009933995782714387,2.9393939393939394,0.9905429774958275,Distorted
bed000-0.005.xy,132,0.06818181818181818,0.8181818181818182,0.4444444444444444,0.026101612544572148,0.006425075211383141,2.6515151515151514,0.5901315786106196,Distorted
bed000-0.015.xy,132,0.06060606060606061,0.7348484848484849,0.5,0.025088292246995672,0.010841268993414756,3.287878787878788,1.1904309318433555,Distorted
bed000-7.5-2.xy,264,0.045454545454545456,0.7651515151515151,0.5833333333333334,0.012931730606979247,0.006357341182214055,3.1136363636363638,1.0235686774543098,Band
bed000-10-2.xy,264,0.07954545454545454,0.7803030303030303,0.5238095238095238,0.013898094922077334,0.0072499133248727,3.4318181818181817,1.188283596763032,Band
bed000-12.5-5.xy,792,0.07575757575757576,0.8396464646464646,0.75,0.00824961288900464,0.005211034583094341,5.03030303030303,2.0953510130211104,Band
gt.xy,227,0.013215859030837005,0.7092511013215859,0.0,0.015432849709665089,0.005022220472477215,3.845814977973568,0.9745743998900416,Clean
car-01-0.01.xy,227,0.06167400881057269,0.7577092511013216,0.5714285714285714,0.014771717436483705,0.007302722225374342,3.643171806167401,1.3276074274784155,Distorted
car-01-0.015.xy,227,0.07488986784140969,0.788546255506608,0.6470588235294118,0.016917167872166045,0.00890853803945934,4.242290748898679,1.6548873137443376,Distorted
car-01-0.02.xy,227,0.07048458149779736,0.801762114537445,0.6875,0.018387761470356735,0.0096804583734034,4.277533039647577,1.6784661270509096,Distorted
car-01-0.005.xy,227,0.030837004405286344,0.7224669603524229,0.14285714285714285,0.013635952227197734,0.006384754912331039,3.4140969162995596,1.1706297297504078,Distorted
car-01-7.5-2.xy,908,0.0605726872246696,0.7720264317180616,0.6545454545454545,0.004562985799821124,0.0026100390221857894,3.8105726872246697,1.3808868783168868,Band
car-01-10-2.xy,908,0.0605726872246696,0.801762114537445,0.7090909090909091,0.005381294905491736,0.003069999921282113,4.110132158590308,1.5918939707945905,Band
car-01-12.5-5.xy,2497,0.08930716860232278,0.8594313175810974,0.7982062780269058,0.0035735907346717203,0.0022667201965752806,5.309171005206247,2.456780600439271,Band
gt.xy,352,0.05397727272727273,0.5880681818181818,0.0,0.010331319941434134,0.000700331384344912,2.8863636363636362,0.3513551098577342,Clean
apple-1-0.01.xy,352,0.07386363636363637,0.75,0.2692307692307692,0.010353977281445909,0.0057131576008232045,3.7329545454545454,1.2912486549239752,Distorted
apple-1-0.005.xy,352,0.05113636363636364,0.7159090909090909,0.2777777777777778,0.009033799602360715,0.004047807099514676,3.0454545454545454,0.8615405191374939,Distorted
apple-1-0.1.xy,352,0.04261363636363636,0.5823863636363636,0.06666666666666667,0.011493288166185228,0.0078191455813674,5.1022727272727275,1.5651733328879174,Clean
apple-1-0.02.xy,352,0.09659090909090909,0.84375,0.7941176470588235,0.014765137728859292,0.008062027408953676,4.505681818181818,1.8494383640437153,Distorted
apple-1-7.5-2.xy,2464,0.06818181818181818,0.8141233766233766,0.6845238095238095,0.0020970291803986845,0.0012528780651289303,4.379058441558442,1.7259431140533632,Band
apple-1-10-2.xy,2464,0.07670454545454546,0.8323863636363636,0.7195767195767195,0.00245291438070307,0.0014869695862862427,4.637987012987013,1.917863353836029,Band
apple-1-12.5-5.xy,5984,0.09074197860962567,0.8607954545454546,0.8287292817679558,0.0017600742962753202,0.0011416078067900267,5.709558823529412,2.7869783280616383,Band
c12b-0.005.xy,205,0.004878048780487805,0.8146341463414634,0.0,0.01698227350423616,0.0063073768483526416,2.8829268292682926,0.6955967569681306,Distorted
c12b-0.015.xy,205,0.04390243902439024,0.7951219512195122,0.4444444444444444,0.019544668244770007,0.008867263588549858,3.419512195121951,1.237467814254049,Distorted
c12b-0.02.xy,205,0.08292682926829269,0.8,0.6470588235294118,0.02037604099549131,0.01138546692810232,4.11219512195122,1.4723790474902854,Distorted
c12b.xy,205,0.02926829268292683,0.8,0.16666666666666666,0.01952831038970148,0.004084975265226479,2.873170731707317,0.4114367391992106,Clean
c12b-0.01.xy,205,0.07317073170731707,0.7853658536585366,0.5333333333333333,0.01942972312281868,0.007792796880766735,3.3317073170731706,1.0059430775706517,Distorted
c12b-7.5-2.xy,820,0.06585365853658537,0.7987804878048781,0.5925925925925926,0.005994311696474321,0.0032416011694251633,3.8634146341463413,1.3501140146183095,Band
c12b-10-2.xy,820,0.07195121951219512,0.8158536585365853,0.6610169491525424,0.006681942996594473,0.0039789813401462345,4.246341463414634,1.5935231041320788,Band
c12b-12.5-5.xy,2050,0.08341463414634147,0.8575609756097561,0.8128654970760234,0.004542521166452027,0.002847241834861555,5.286829268292683,2.4438418764707643,Band
fgen1cp-0.01.xy,164,0.03048780487804878,0.8170731707317073,1.0,0.02055124262768027,0.009150238236757468,3.048780487804878,0.8751646399028856,Distorted
fgen1cp-0.015.xy,164,0.07926829268292683,0.7682926829268293,0.46153846153846156,0.021837713239383282,0.010173053304755627,3.4146341463414633,1.1092869552455442,Distorted
fgen1cp-0.02.xy,164,0.08536585365853659,0.823170731707317,0.5,0.025007890408352242,0.011081940295806284,3.524390243902439,1.1762446418436066,Distorted
fgen1cp.xy,164,0.036585365853658534,0.6890243902439024,0.0,0.02269208318321513,0.0022701200754361266,2.8536585365853657,0.4018843183727825,Clean
fgen1cp-0.005.xy,164,0.018292682926829267,0.7378048780487805,0.0,0.01949901575368202,0.005192293653412533,2.6341463414634148,0.5949419959829497,Distorted
fgen1cp-12.5-5.xy,1312,0.07774390243902439,0.8475609756097561,0.7549019607843137,0.005650021229189277,0.0035624219516290578,5.027439024390244,2.2143194246934335,Band
fgen1cp-7.5-2.xy,492,0.028455284552845527,0.782520325203252,0.42857142857142855,0.007610806416127929,0.004070951945144519,3.3983739837398375,1.0743864756969683,Band
fgen1cp-10-2.xy,492,0.07926829268292683,0.7947154471544715,0.6153846153846154,0.00880705442714159,0.004702519982758909,3.6951219512195124,1.3676490812771178,Band
personal_car-1-0.02.xy,448,0.09151785714285714,0.8459821428571429,0.8536585365853658,0.011696089300665933,0.006643302375839091,4.607142857142857,2.0171458923489913,Distorted
personal_car-1-0.01.xy,448,0.07142857142857142,0.7611607142857143,0.40625,0.009255868452492362,0.005342043506762321,4.727678571428571,1.9609905396721508,Distorted
personal_car-1-0.015.xy,448,0.08928571428571429,0.8415178571428571,0.725,0.010913187320599297,0.0063441438784457155,4.834821428571429,2.1138239647204617,Distorted
personal_car-1-0.005.xy,448,0.046875,0.7522321428571429,0.42857142857142855,0.006942284601406533,0.0037569106812344964,3.7723214285714284,1.4811138316814003,Distorted
personal_car-1.xy,448,0.029017857142857144,0.6361607142857143,0.15384615384615385,0.006887174803155772,0.002357127061417569,3.28125,0.9119280252378944,Clean
personal_car-1-10-2.xy,3584,0.08482142857142858,0.8373325892857143,0.7828947368421053,0.0019309625019235889,0.0011653329031860943,4.93359375,2.200864488258017,Band
personal_car-1-12.5-5.xy,9856,0.09902597402597403,0.8640422077922078,0.8442622950819673,0.0012776322513471795,0.0008400650766832478,5.91497564935065,3.014183691703132,Band
personal_car-1-7.5-2.xy,3584,0.07421875,0.8342633928571429,0.7669172932330827,0.001665758470042475,0.001047625029961288,4.784040178571429,2.012298064001872,Band
gt.xy,331,0.006042296072507553,0.48036253776435045,0.5,0.009661788012016451,0.007522065304086556,5.610271903323262,1.8790666477946123,Clean
pencil-1-0.01.xy,331,0.03927492447129909,0.7915407854984894,0.5384615384615384,0.010984840267957695,0.008387147362822173,6.425981873111782,2.539677023433731,Distorted
pencil-1-0.005.xy,331,0.0634441087613293,0.7401812688821753,0.14285714285714285,0.009635093456589977,0.007619582315346061,5.882175226586103,2.180942473339147,Distorted
pencil-1-0.015.xy,331,0.1027190332326284,0.8066465256797583,0.6470588235294118,0.012978863953852037,0.008108103343394707,5.7492447129909365,2.5910532281977967,Distorted
pencil-1-0.02.xy,331,0.09365558912386707,0.8459214501510574,0.8387096774193549,0.014396566754744282,0.009661529841401107,6.1782477341389725,2.754004710357281,Distorted
